#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1671   0.373768E+03  -0.334755E+02   0.346428E-06  -0.334755E+02   0.180329E+02   0.149349E-06   0.346428E-06   0.149349E-06   0.280966E-08
  1672   0.374308E+03  -0.336502E+02   0.345978E-06  -0.336502E+02   0.178987E+02   0.148365E-06   0.345978E-06   0.148365E-06   0.280675E-08
  1673   0.374859E+03  -0.338167E+02   0.345692E-06  -0.338167E+02   0.177635E+02   0.147369E-06   0.345692E-06   0.147369E-06   0.280384E-08
  1674   0.375419E+03  -0.339746E+02   0.345570E-06  -0.339746E+02   0.176274E+02   0.146361E-06   0.345570E-06   0.146361E-06   0.280094E-08
  1675   0.375989E+03  -0.341242E+02   0.345613E-06  -0.341242E+02   0.174903E+02   0.145341E-06   0.345613E-06   0.145341E-06   0.279805E-08
  1676   0.376568E+03  -0.342653E+02   0.345821E-06  -0.342653E+02   0.173524E+02   0.144309E-06   0.345821E-06   0.144309E-06   0.279516E-08
  1677   0.377154E+03  -0.343980E+02   0.346195E-06  -0.343980E+02   0.172138E+02   0.143265E-06   0.346195E-06   0.143265E-06   0.279227E-08
  1678   0.377749E+03  -0.345222E+02   0.346735E-06  -0.345222E+02   0.170744E+02   0.142210E-06   0.346735E-06   0.142210E-06   0.278939E-08
  1679   0.378350E+03  -0.346379E+02   0.347442E-06  -0.346379E+02   0.169343E+02   0.141142E-06   0.347442E-06   0.141142E-06   0.278651E-08
  1680   0.378957E+03  -0.347450E+02   0.348315E-06  -0.347450E+02   0.167936E+02   0.140063E-06   0.348315E-06   0.140063E-06   0.278364E-08
  1681   0.379570E+03  -0.348437E+02   0.349356E-06  -0.348437E+02   0.166522E+02   0.138973E-06   0.349356E-06   0.138973E-06   0.278077E-08
  1682   0.380187E+03  -0.349339E+02   0.350565E-06  -0.349339E+02   0.165103E+02   0.137871E-06   0.350565E-06   0.137871E-06   0.277790E-08
  1683   0.380808E+03  -0.350155E+02   0.351941E-06  -0.350155E+02   0.163679E+02   0.136757E-06   0.351941E-06   0.136757E-06   0.277504E-08
  1684   0.381434E+03  -0.350886E+02   0.353487E-06  -0.350886E+02   0.162250E+02   0.135633E-06   0.353487E-06   0.135633E-06   0.277219E-08
  1685   0.382062E+03  -0.351532E+02   0.355201E-06  -0.351532E+02   0.160817E+02   0.134497E-06   0.355201E-06   0.134497E-06   0.276934E-08
  1686   0.382692E+03  -0.352092E+02   0.357085E-06  -0.352092E+02   0.159380E+02   0.133350E-06   0.357085E-06   0.133350E-06   0.276649E-08
  1687   0.383324E+03  -0.352568E+02   0.359139E-06  -0.352568E+02   0.157940E+02   0.132192E-06   0.359139E-06   0.132192E-06   0.276365E-08
  1688   0.383957E+03  -0.352959E+02   0.361363E-06  -0.352959E+02   0.156497E+02   0.131023E-06   0.361363E-06   0.131023E-06   0.276081E-08
  1689   0.384591E+03  -0.353266E+02   0.363758E-06  -0.353266E+02   0.155052E+02   0.129843E-06   0.363758E-06   0.129843E-06   0.275798E-08
  1690   0.385224E+03  -0.353488E+02   0.366324E-06  -0.353488E+02   0.153606E+02   0.128652E-06   0.366324E-06   0.128652E-06   0.275515E-08
  1691   0.385856E+03  -0.353627E+02   0.369062E-06  -0.353627E+02   0.152158E+02   0.127451E-06   0.369062E-06   0.127451E-06   0.275233E-08
  1692   0.386487E+03  -0.353681E+02   0.371971E-06  -0.353681E+02   0.150710E+02   0.126239E-06   0.371971E-06   0.126239E-06   0.274951E-08
  1693   0.387116E+03  -0.353653E+02   0.375053E-06  -0.353653E+02   0.149261E+02   0.125017E-06   0.375053E-06   0.125017E-06   0.274669E-08
  1694   0.387743E+03  -0.353541E+02   0.378308E-06  -0.353541E+02   0.147812E+02   0.123784E-06   0.378308E-06   0.123784E-06   0.274388E-08
  1695   0.388365E+03  -0.353347E+02   0.381736E-06  -0.353347E+02   0.146365E+02   0.122541E-06   0.381736E-06   0.122541E-06   0.274107E-08
  1696   0.388985E+03  -0.353070E+02   0.385338E-06  -0.353070E+02   0.144917E+02   0.121287E-06   0.385338E-06   0.121287E-06   0.273827E-08
  1697   0.389600E+03  -0.352711E+02   0.389114E-06  -0.352711E+02   0.143472E+02   0.120024E-06   0.389114E-06   0.120024E-06   0.273547E-08
  1698   0.390209E+03  -0.352270E+02   0.393064E-06  -0.352270E+02   0.142028E+02   0.118750E-06   0.393064E-06   0.118750E-06   0.273268E-08
  1699   0.390813E+03  -0.351748E+02   0.397190E-06  -0.351748E+02   0.140586E+02   0.117466E-06   0.397190E-06   0.117466E-06   0.272989E-08
  1700   0.391410E+03  -0.351145E+02   0.401490E-06  -0.351145E+02   0.139149E+02   0.116173E-06   0.401490E-06   0.116173E-06   0.272711E-08
  1701   0.392001E+03  -0.350463E+02   0.405965E-06  -0.350463E+02   0.137713E+02   0.114869E-06   0.405965E-06   0.114869E-06   0.272433E-08
  1702   0.392585E+03  -0.349701E+02   0.410609E-06  -0.349701E+02   0.136282E+02   0.113556E-06   0.410609E-06   0.113556E-06   0.272155E-08
  1703   0.393161E+03  -0.348862E+02   0.415414E-06  -0.348862E+02   0.134856E+02   0.112234E-06   0.415414E-06   0.112234E-06   0.271878E-08
  1704   0.393729E+03  -0.347946E+02   0.420372E-06  -0.347946E+02   0.133434E+02   0.110903E-06   0.420372E-06   0.110903E-06   0.271601E-08
  1705   0.394289E+03  -0.346953E+02   0.425477E-06  -0.346953E+02   0.132019E+02   0.109563E-06   0.425477E-06   0.109563E-06   0.271325E-08
  1706   0.394839E+03  -0.345885E+02   0.430720E-06  -0.345885E+02   0.130609E+02   0.108215E-06   0.430720E-06   0.108215E-06   0.271049E-08
  1707   0.395379E+03  -0.344742E+02   0.436096E-06  -0.344742E+02   0.129204E+02   0.106860E-06   0.436096E-06   0.106860E-06   0.270773E-08
  1708   0.395909E+03  -0.343524E+02   0.441595E-06  -0.343524E+02   0.127808E+02   0.105496E-06   0.441595E-06   0.105496E-06   0.270498E-08
  1709   0.396429E+03  -0.342233E+02   0.447212E-06  -0.342233E+02   0.126418E+02   0.104126E-06   0.447212E-06   0.104126E-06   0.270224E-08
  1710   0.396937E+03  -0.340870E+02   0.452938E-06  -0.340870E+02   0.125036E+02   0.102748E-06   0.452938E-06   0.102748E-06   0.269950E-08
  1711   0.397434E+03  -0.339435E+02   0.458767E-06  -0.339435E+02   0.123662E+02   0.101364E-06   0.458767E-06   0.101364E-06   0.269676E-08
  1712   0.397918E+03  -0.337929E+02   0.464690E-06  -0.337929E+02   0.122295E+02   0.999730E-07   0.464690E-06   0.999730E-07   0.269402E-08
  1713   0.398390E+03  -0.336353E+02   0.470701E-06  -0.336353E+02   0.120938E+02   0.985764E-07   0.470701E-06   0.985764E-07   0.269130E-08
  1714   0.398849E+03  -0.334708E+02   0.476792E-06  -0.334708E+02   0.119590E+02   0.971742E-07   0.476792E-06   0.971742E-07   0.268857E-08
  1715   0.399294E+03  -0.332996E+02   0.482956E-06  -0.332996E+02   0.118251E+02   0.957666E-07   0.482956E-06   0.957666E-07   0.268585E-08
  1716   0.399727E+03  -0.331217E+02   0.489186E-06  -0.331217E+02   0.116923E+02   0.943539E-07   0.489186E-06   0.943539E-07   0.268313E-08
  1717   0.400144E+03  -0.329371E+02   0.495473E-06  -0.329371E+02   0.115606E+02   0.929366E-07   0.495473E-06   0.929366E-07   0.268042E-08
  1718   0.400546E+03  -0.327462E+02   0.501811E-06  -0.327462E+02   0.114298E+02   0.915149E-07   0.501811E-06   0.915149E-07   0.267771E-08
  1719   0.400934E+03  -0.325489E+02   0.508193E-06  -0.325489E+02   0.113002E+02   0.900890E-07   0.508193E-06   0.900890E-07   0.267501E-08
  1720   0.401306E+03  -0.323453E+02   0.514611E-06  -0.323453E+02   0.111717E+02   0.886595E-07   0.514611E-06   0.886595E-07   0.267231E-08
  1721   0.401663E+03  -0.321356E+02   0.521058E-06  -0.321356E+02   0.110445E+02   0.872265E-07   0.521058E-06   0.872265E-07   0.266961E-08
  1722   0.402004E+03  -0.319199E+02   0.527525E-06  -0.319199E+02   0.109184E+02   0.857904E-07   0.527525E-06   0.857904E-07   0.266692E-08
  1723   0.402327E+03  -0.316983E+02   0.534007E-06  -0.316983E+02   0.107937E+02   0.843515E-07   0.534007E-06   0.843515E-07   0.266423E-08
  1724   0.402635E+03  -0.314709E+02   0.540496E-06  -0.314709E+02   0.106703E+02   0.829102E-07   0.540496E-06   0.829102E-07   0.266155E-08
  1725   0.402925E+03  -0.312380E+02   0.546984E-06  -0.312380E+02   0.105482E+02   0.814667E-07   0.546984E-06   0.814667E-07   0.265887E-08
  1726   0.403197E+03  -0.309994E+02   0.553464E-06  -0.309994E+02   0.104275E+02   0.800214E-07   0.553464E-06   0.800214E-07   0.265619E-08
  1727   0.403452E+03  -0.307555E+02   0.559928E-06  -0.307555E+02   0.103082E+02   0.785746E-07   0.559928E-06   0.785746E-07   0.265352E-08
  1728   0.403688E+03  -0.305063E+02   0.566370E-06  -0.305063E+02   0.101903E+02   0.771266E-07   0.566370E-06   0.771266E-07   0.265086E-08
  1729   0.403906E+03  -0.302519E+02   0.572781E-06  -0.302519E+02   0.100739E+02   0.756777E-07   0.572781E-06   0.756777E-07   0.264819E-08
  1730   0.404105E+03  -0.299924E+02   0.579155E-06  -0.299924E+02   0.995904E+01   0.742283E-07   0.579155E-06   0.742283E-07   0.264553E-08
  1731   0.404285E+03  -0.297280E+02   0.585484E-06  -0.297280E+02   0.984565E+01   0.727787E-07   0.585484E-06   0.727787E-07   0.264288E-08
  1732   0.404445E+03  -0.294588E+02   0.591762E-06  -0.294588E+02   0.973383E+01   0.713292E-07   0.591762E-06   0.713292E-07   0.264023E-08
  1733   0.404585E+03  -0.291849E+02   0.597979E-06  -0.291849E+02   0.962364E+01   0.698801E-07   0.597979E-06   0.698801E-07   0.263758E-08
  1734   0.404705E+03  -0.289064E+02   0.604130E-06  -0.289064E+02   0.951502E+01   0.684317E-07   0.604130E-06   0.684317E-07   0.263494E-08
  1735   0.404805E+03  -0.286236E+02   0.610206E-06  -0.286236E+02   0.940803E+01   0.669844E-07   0.610206E-06   0.669844E-07   0.263230E-08
  1736   0.404885E+03  -0.283365E+02   0.616201E-06  -0.283365E+02   0.930275E+01   0.655385E-07   0.616201E-06   0.655385E-07   0.262967E-08
  1737   0.404944E+03  -0.280452E+02   0.622107E-06  -0.280452E+02   0.919918E+01   0.640943E-07   0.622107E-06   0.640943E-07   0.262704E-08
  1738   0.404982E+03  -0.277501E+02   0.627917E-06  -0.277501E+02   0.909733E+01   0.626521E-07   0.627917E-06   0.626521E-07   0.262441E-08
  1739   0.405000E+03  -0.274511E+02   0.633623E-06  -0.274511E+02   0.899726E+01   0.612123E-07   0.633623E-06   0.612123E-07   0.262179E-08
  1740   0.404996E+03  -0.271485E+02   0.639218E-06  -0.271485E+02   0.889897E+01   0.597751E-07   0.639218E-06   0.597751E-07   0.261917E-08
  1741   0.404972E+03  -0.268423E+02   0.644694E-06  -0.268423E+02   0.880247E+01   0.583409E-07   0.644694E-06   0.583409E-07   0.261655E-08
  1742   0.404926E+03  -0.265328E+02   0.650045E-06  -0.265328E+02   0.870783E+01   0.569101E-07   0.650045E-06   0.569101E-07   0.261394E-08
  1743   0.404859E+03  -0.262200E+02   0.655263E-06  -0.262200E+02   0.861498E+01   0.554828E-07   0.655263E-06   0.554828E-07   0.261133E-08
  1744   0.404769E+03  -0.259041E+02   0.660341E-06  -0.259041E+02   0.852405E+01   0.540595E-07   0.660341E-06   0.540595E-07   0.260873E-08
  1745   0.404659E+03  -0.255853E+02   0.665271E-06  -0.255853E+02   0.843499E+01   0.526405E-07   0.665271E-06   0.526405E-07   0.260613E-08
  1746   0.404525E+03  -0.252636E+02   0.670045E-06  -0.252636E+02   0.834786E+01   0.512261E-07   0.670045E-06   0.512261E-07   0.260354E-08
  1747   0.404369E+03  -0.249391E+02   0.674657E-06  -0.249391E+02   0.826259E+01   0.498166E-07   0.674657E-06   0.498166E-07   0.260095E-08
  1748   0.404192E+03  -0.246121E+02   0.679100E-06  -0.246121E+02   0.817933E+01   0.484123E-07   0.679100E-06   0.484123E-07   0.259836E-08
  1749   0.403991E+03  -0.242826E+02   0.683365E-06  -0.242826E+02   0.809801E+01   0.470135E-07   0.683365E-06   0.470135E-07   0.259577E-08
  1750   0.403768E+03  -0.239509E+02   0.687445E-06  -0.239509E+02   0.801861E+01   0.456207E-07   0.687445E-06   0.456207E-07   0.259320E-08
  1751   0.403522E+03  -0.236171E+02   0.691335E-06  -0.236171E+02   0.794123E+01   0.442340E-07   0.691335E-06   0.442340E-07   0.259062E-08
  1752   0.403254E+03  -0.232813E+02   0.695030E-06  -0.232813E+02   0.786585E+01   0.428536E-07   0.695030E-06   0.428536E-07   0.258805E-08
  1753   0.402963E+03  -0.229437E+02   0.698527E-06  -0.229437E+02   0.779248E+01   0.414796E-07   0.698527E-06   0.414796E-07   0.258548E-08
  1754   0.402649E+03  -0.226043E+02   0.701824E-06  -0.226043E+02   0.772112E+01   0.401121E-07   0.701824E-06   0.401121E-07   0.258292E-08
  1755   0.402313E+03  -0.222635E+02   0.704917E-06  -0.222635E+02   0.765184E+01   0.387512E-07   0.704917E-06   0.387512E-07   0.258036E-08
  1756   0.401954E+03  -0.219212E+02   0.707804E-06  -0.219212E+02   0.758456E+01   0.373971E-07   0.707804E-06   0.373971E-07   0.257780E-08
  1757   0.401572E+03  -0.215778E+02   0.710482E-06  -0.215778E+02   0.751937E+01   0.360498E-07   0.710482E-06   0.360498E-07   0.257525E-08
  1758   0.401166E+03  -0.212332E+02   0.712948E-06  -0.212332E+02   0.745619E+01   0.347094E-07   0.712948E-06   0.347094E-07   0.257270E-08
  1759   0.400738E+03  -0.208876E+02   0.715200E-06  -0.208876E+02   0.739513E+01   0.333761E-07   0.715200E-06   0.333761E-07   0.257015E-08
  1760   0.400288E+03  -0.205412E+02   0.717234E-06  -0.205412E+02   0.733614E+01   0.320499E-07   0.717234E-06   0.320499E-07   0.256761E-08
  1761   0.399814E+03  -0.201941E+02   0.719047E-06  -0.201941E+02   0.727921E+01   0.307309E-07   0.719047E-06   0.307309E-07   0.256507E-08
  1762   0.399317E+03  -0.198465E+02   0.720637E-06  -0.198465E+02   0.722438E+01   0.294193E-07   0.720637E-06   0.294193E-07   0.256254E-08
  1763   0.398799E+03  -0.194985E+02   0.722000E-06  -0.194985E+02   0.717164E+01   0.281152E-07   0.722000E-06   0.281152E-07   0.256001E-08
  1764   0.398257E+03  -0.191502E+02   0.723135E-06  -0.191502E+02   0.712098E+01   0.268186E-07   0.723135E-06   0.268186E-07   0.255748E-08
  1765   0.397693E+03  -0.188018E+02   0.724037E-06  -0.188018E+02   0.707243E+01   0.255297E-07   0.724037E-06   0.255297E-07   0.255496E-08
  1766   0.397107E+03  -0.184536E+02   0.724705E-06  -0.184536E+02   0.702599E+01   0.242485E-07   0.724705E-06   0.242485E-07   0.255244E-08
  1767   0.396499E+03  -0.181055E+02   0.725135E-06  -0.181055E+02   0.698164E+01   0.229753E-07   0.725135E-06   0.229753E-07   0.254993E-08
  1768   0.395869E+03  -0.177578E+02   0.725325E-06  -0.177578E+02   0.693940E+01   0.217100E-07   0.725325E-06   0.217100E-07   0.254742E-08
  1769   0.395218E+03  -0.174105E+02   0.725271E-06  -0.174105E+02   0.689926E+01   0.204529E-07   0.725271E-06   0.204529E-07   0.254491E-08
  1770   0.394545E+03  -0.170639E+02   0.724971E-06  -0.170639E+02   0.686123E+01   0.192039E-07   0.724971E-06   0.192039E-07   0.254241E-08
  1771   0.393851E+03  -0.167182E+02   0.724421E-06  -0.167182E+02   0.682531E+01   0.179632E-07   0.724421E-06   0.179632E-07   0.253991E-08
  1772   0.393135E+03  -0.163733E+02   0.723620E-06  -0.163733E+02   0.679147E+01   0.167309E-07   0.723620E-06   0.167309E-07   0.253741E-08
  1773   0.392398E+03  -0.160294E+02   0.722564E-06  -0.160294E+02   0.675972E+01   0.155072E-07   0.722564E-06   0.155072E-07   0.253492E-08
  1774   0.391639E+03  -0.156867E+02   0.721250E-06  -0.156867E+02   0.673006E+01   0.142921E-07   0.721250E-06   0.142921E-07   0.253243E-08
  1775   0.390861E+03  -0.153453E+02   0.719675E-06  -0.153453E+02   0.670248E+01   0.130856E-07   0.719675E-06   0.130856E-07   0.252994E-08
  1776   0.390061E+03  -0.150053E+02   0.717837E-06  -0.150053E+02   0.667698E+01   0.118881E-07   0.717837E-06   0.118881E-07   0.252746E-08
  1777   0.389241E+03  -0.146669E+02   0.715733E-06  -0.146669E+02   0.665355E+01   0.106994E-07   0.715733E-06   0.106994E-07   0.252499E-08
  1778   0.388401E+03  -0.143302E+02   0.713359E-06  -0.143302E+02   0.663218E+01   0.951979E-08   0.713359E-06   0.951979E-08   0.252251E-08
  1779   0.387540E+03  -0.139953E+02   0.710714E-06  -0.139953E+02   0.661286E+01   0.834932E-08   0.710714E-06   0.834932E-08   0.252004E-08
  1780   0.386660E+03  -0.136624E+02   0.707793E-06  -0.136624E+02   0.659559E+01   0.718810E-08   0.707793E-06   0.718810E-08   0.251757E-08
  1781   0.385759E+03  -0.133315E+02   0.704595E-06  -0.133315E+02   0.658034E+01   0.603624E-08   0.704595E-06   0.603624E-08   0.251511E-08
  1782   0.384840E+03  -0.130029E+02   0.701116E-06  -0.130029E+02   0.656712E+01   0.489384E-08   0.701116E-06   0.489384E-08   0.251265E-08
  1783   0.383901E+03  -0.126766E+02   0.697354E-06  -0.126766E+02   0.655592E+01   0.376100E-08   0.697354E-06   0.376100E-08   0.251020E-08
  1784   0.382943E+03  -0.123527E+02   0.693305E-06  -0.123527E+02   0.654671E+01   0.263784E-08   0.693305E-06   0.263784E-08   0.250774E-08
  1785   0.381966E+03  -0.120314E+02   0.688967E-06  -0.120314E+02   0.653949E+01   0.152445E-08   0.688967E-06   0.152445E-08   0.250530E-08
  1786   0.380971E+03  -0.117127E+02   0.684337E-06  -0.117127E+02   0.653425E+01   0.420939E-09   0.684337E-06   0.420939E-09   0.250285E-08
  1787   0.379959E+03  -0.113970E+02   0.679412E-06  -0.113970E+02   0.653095E+01  -0.672581E-09   0.679412E-06  -0.672581E-09   0.250041E-08
  1788   0.378928E+03  -0.110841E+02   0.674189E-06  -0.110841E+02   0.652960E+01  -0.175601E-08   0.674189E-06  -0.175601E-08   0.249797E-08
  1789   0.377880E+03  -0.107743E+02   0.668666E-06  -0.107743E+02   0.653018E+01  -0.282924E-08   0.668666E-06  -0.282924E-08   0.249554E-08
  1790   0.376814E+03  -0.104675E+02   0.662839E-06  -0.104675E+02   0.653267E+01  -0.389216E-08   0.662839E-06  -0.389216E-08   0.249311E-08
  1791   0.375731E+03  -0.101641E+02   0.656705E-06  -0.101641E+02   0.653706E+01  -0.494468E-08   0.656705E-06  -0.494468E-08   0.249068E-08
  1792   0.374632E+03  -0.986395E+01   0.650263E-06  -0.986395E+01   0.654332E+01  -0.598669E-08   0.650263E-06  -0.598669E-08   0.248826E-08
  1793   0.373516E+03  -0.956734E+01   0.643508E-06  -0.956734E+01   0.655144E+01  -0.701807E-08   0.643508E-06  -0.701807E-08   0.248584E-08
  1794   0.372383E+03  -0.927431E+01   0.636438E-06  -0.927431E+01   0.656138E+01  -0.803873E-08   0.636438E-06  -0.803873E-08   0.248342E-08
  1795   0.371234E+03  -0.898493E+01   0.629050E-06  -0.898493E+01   0.657315E+01  -0.904856E-08   0.629050E-06  -0.904856E-08   0.248101E-08
  1796   0.370070E+03  -0.869927E+01   0.621342E-06  -0.869927E+01   0.658671E+01  -0.100475E-07   0.621342E-06  -0.100475E-07   0.247860E-08
  1797   0.368890E+03  -0.841756E+01   0.613310E-06  -0.841756E+01   0.660205E+01  -0.110353E-07   0.613310E-06  -0.110353E-07   0.247619E-08
  1798   0.367695E+03  -0.813988E+01   0.604952E-06  -0.813988E+01   0.661914E+01  -0.120120E-07   0.604952E-06  -0.120120E-07   0.247379E-08
  1799   0.366485E+03  -0.786614E+01   0.596264E-06  -0.786614E+01   0.663796E+01  -0.129775E-07   0.596264E-06  -0.129775E-07   0.247139E-08
  1800   0.365261E+03  -0.759664E+01   0.587244E-06  -0.759664E+01   0.665849E+01  -0.139316E-07   0.587244E-06  -0.139316E-07   0.246900E-08
  1801   0.364023E+03  -0.733138E+01   0.577894E-06  -0.733138E+01   0.668071E+01  -0.148743E-07   0.577894E-06  -0.148743E-07   0.246660E-08
  1802   0.362772E+03  -0.707047E+01   0.568233E-06  -0.707047E+01   0.670458E+01  -0.158060E-07   0.568233E-06  -0.158060E-07   0.246422E-08
  1803   0.361508E+03  -0.681400E+01   0.558288E-06  -0.681400E+01   0.673010E+01  -0.167272E-07   0.558288E-06  -0.167272E-07   0.246183E-08
  1804   0.360231E+03  -0.656205E+01   0.548083E-06  -0.656205E+01   0.675722E+01  -0.176382E-07   0.548083E-06  -0.176382E-07   0.245945E-08
  1805   0.358942E+03  -0.631469E+01   0.537644E-06  -0.631469E+01   0.678593E+01  -0.185394E-07   0.537644E-06  -0.185394E-07   0.245707E-08
  1806   0.357641E+03  -0.607199E+01   0.526995E-06  -0.607199E+01   0.681620E+01  -0.194315E-07   0.526995E-06  -0.194315E-07   0.245470E-08
